volcano_number,volcano_name,primary_volcano_type,last_eruption_year,country,region,latitude,longitude,elevation,eruption_number,vei
342080,Acatenango,Stratovolcano(es),1972,Guatemala,México and Central America,14.501,-90.876,3976,10655,1.0
342080,Acatenango,Stratovolcano(es),1972,Guatemala,México and Central America,14.501,-90.876,3976,10654,2.0
342080,Acatenango,Stratovolcano(es),1972,Guatemala,México and Central America,14.501,-90.876,3976,10653,3.0
321040,Adams,Stratovolcano,950,United States,Canada and Western USA,46.206,-121.49,3742,20517,2.0
321040,Adams,Stratovolcano,950,United States,Canada and Western USA,46.206,-121.49,3742,20516,2.0
321040,Adams,Stratovolcano,950,United States,Canada and Western USA,46.206,-121.49,3742,20515,2.0
321040,Adams,Stratovolcano,950,United States,Canada and Western USA,46.206,-121.49,3742,20514,2.0
321040,Adams,Stratovolcano,950,United States,Canada and Western USA,46.206,-121.49,3742,20513,2.0
321040,Adams,Stratovolcano,950,United States,Canada and Western USA,46.206,-121.49,3742,20512,1.0
321040,Adams,Stratovolcano,950,United States,Canada and Western USA,46.206,-121.49,3742,20511,2.0
321040,Adams,Stratovolcano,950,United States,Canada and Western USA,46.206,-121.49,3742,20510,1.0
321040,Adams,Stratovolcano,950,United States,Canada and Western USA,46.206,-121.49,3742,20509,2.0
321040,Adams,Stratovolcano,950,United States,Canada and Western USA,46.206,-121.49,3742,20508,2.0
321040,Adams,Stratovolcano,950,United States,Canada and Western USA,46.206,-121.49,3742,20507,1.0
321040,Adams,Stratovolcano,950,United States,Canada and Western USA,46.206,-121.49,3742,20506,2.0
321040,Adams,Stratovolcano,950,United States,Canada and Western USA,46.206,-121.49,3742,20505,2.0
321040,Adams,Stratovolcano,950,United States,Canada and Western USA,46.206,-121.49,3742,20504,2.0
321040,Adams,Stratovolcano,950,United States,Canada and Western USA,46.206,-121.49,3742,20503,2.0
283170,Adatarayama,Stratovolcano(es),1996,Japan,"Japan, Taiwan, Marianas",37.647,140.281,1728,17913,1.0
283170,Adatarayama,Stratovolcano(es),1996,Japan,"Japan, Taiwan, Marianas",37.647,140.281,1728,17912,2.0
283170,Adatarayama,Stratovolcano(es),1996,Japan,"Japan, Taiwan, Marianas",37.647,140.281,1728,17911,2.0
283170,Adatarayama,Stratovolcano(es),1996,Japan,"Japan, Taiwan, Marianas",37.647,140.281,1728,17910,1.0
283170,Adatarayama,Stratovolcano(es),1996,Japan,"Japan, Taiwan, Marianas",37.647,140.281,1728,17907,3.0
283170,Adatarayama,Stratovolcano(es),1996,Japan,"Japan, Taiwan, Marianas",37.647,140.281,1728,17905,3.0
283170,Adatarayama,Stratovolcano(es),1996,Japan,"Japan, Taiwan, Marianas",37.647,140.281,1728,17904,3.0
283170,Adatarayama,Stratovolcano(es),1996,Japan,"Japan, Taiwan, Marianas",37.647,140.281,1728,17903,3.0
283170,Adatarayama,Stratovolcano(es),1996,Japan,"Japan, Taiwan, Marianas",37.647,140.281,1728,17902,3.0
283170,Adatarayama,Stratovolcano(es),1996,Japan,"Japan, Taiwan, Marianas",37.647,140.281,1728,17901,3.0
221170,Adwa,Stratovolcano,Unknown,Ethiopia,Africa and Red Sea,10.07,40.84,1733,13950,2.0
221170,Adwa,Stratovolcano,Unknown,Ethiopia,Africa and Red Sea,10.07,40.84,1733,13949,2.0
284160,Agrigan,Stratovolcano,1917,United States,"Japan, Taiwan, Marianas",18.77,145.67,965,18502,4.0
382090,Agua de Pau,Stratovolcano,1564,Portugal,Atlantic Ocean,37.77,-25.47,947,13033,2.0
382090,Agua de Pau,Stratovolcano,1564,Portugal,Atlantic Ocean,37.77,-25.47,947,13032,5.0
382090,Agua de Pau,Stratovolcano,1564,Portugal,Atlantic Ocean,37.77,-25.47,947,13029,4.0
382090,Agua de Pau,Stratovolcano,1564,Portugal,Atlantic Ocean,37.77,-25.47,947,13028,3.0
382090,Agua de Pau,Stratovolcano,1564,Portugal,Atlantic Ocean,37.77,-25.47,947,13026,5.0
358062,Aguilera,Stratovolcano,-1250,Chile,South America,-50.33,-73.75,2546,12308,5.0
264020,Agung,Stratovolcano,2019,Indonesia,Indonesia,-8.343,115.508,2997,22241,3.0
264020,Agung,Stratovolcano,2019,Indonesia,Indonesia,-8.343,115.508,2997,16210,5.0
264020,Agung,Stratovolcano,2019,Indonesia,Indonesia,-8.343,115.508,2997,16209,5.0
264020,Agung,Stratovolcano,2019,Indonesia,Indonesia,-8.343,115.508,2997,16208,2.0
264020,Agung,Stratovolcano,2019,Indonesia,Indonesia,-8.343,115.508,2997,16207,2.0
284141,Ahyi,Submarine,2014,United States,"Japan, Taiwan, Marianas",20.42,145.03,-75,20936,0.0
284141,Ahyi,Submarine,2014,United States,"Japan, Taiwan, Marianas",20.42,145.03,-75,18474,0.0
284141,Ahyi,Submarine,2014,United States,"Japan, Taiwan, Marianas",20.42,145.03,-75,18470,0.0
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",31.593,130.657,1117,22203,1.0
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",31.593,130.657,1117,17088,3.0
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",31.593,130.657,1117,17087,1.0
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",31.593,130.657,1117,17086,1.0
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",31.593,130.657,1117,17085,1.0
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",31.593,130.657,1117,17084,2.0
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",31.593,130.657,1117,17083,1.0
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",31.593,130.657,1117,17082,2.0
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",31.593,130.657,1117,17081,2.0
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",31.593,130.657,1117,17080,2.0
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",31.593,130.657,1117,17079,2.0
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",31.593,130.657,1117,17078,1.0
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",31.593,130.657,1117,17077,4.0
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",31.593,130.657,1117,17072,1.0
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",31.593,130.657,1117,17071,1.0
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",31.593,130.657,1117,17070,2.0
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",31.593,130.657,1117,17069,2.0
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",31.593,130.657,1117,17068,2.0
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",31.593,130.657,1117,17067,2.0
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",31.593,130.657,1117,17066,2.0
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",31.593,130.657,1117,17065,2.0
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",31.593,130.657,1117,17064,2.0
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",31.593,130.657,1117,17063,3.0
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",31.593,130.657,1117,17062,2.0
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",31.593,130.657,1117,17061,4.0
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",31.593,130.657,1117,17059,2.0
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",31.593,130.657,1117,17058,2.0
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",31.593,130.657,1117,17057,2.0
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",31.593,130.657,1117,17056,2.0
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",31.593,130.657,1117,17055,2.0
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",31.593,130.657,1117,17054,2.0
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",31.593,130.657,1117,17053,2.0
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",31.593,130.657,1117,17052,2.0
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",31.593,130.657,1117,17051,5.0
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",31.593,130.657,1117,17050,2.0
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",31.593,130.657,1117,17049,0.0
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",31.593,130.657,1117,17048,3.0
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",31.593,130.657,1117,17047,4.0
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",31.593,130.657,1117,17046,3.0
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",31.593,130.657,1117,17045,3.0
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",31.593,130.657,1117,13772,3.0
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",31.593,130.657,1117,17042,4.0
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",31.593,130.657,1117,17041,4.0
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",31.593,130.657,1117,17037,5.0
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",31.593,130.657,1117,17036,6.0
300125,Akademia Nauk,Stratovolcano(es),1996,Russia,Kamchatka and Mainland Asia,53.98,159.45,1180,19125,3.0
300125,Akademia Nauk,Stratovolcano(es),1996,Russia,Kamchatka and Mainland Asia,53.98,159.45,1180,19122,3.0
283130,Akagisan,Stratovolcano,Unknown,Japan,"Japan, Taiwan, Marianas",36.56,139.193,1828,17848,3.0
285070,Akan,Caldera,2008,Japan,"Japan, Taiwan, Marianas",43.384,144.013,1499,18707,1.0
285070,Akan,Caldera,2008,Japan,"Japan, Taiwan, Marianas",43.384,144.013,1499,18704,1.0
285070,Akan,Caldera,2008,Japan,"Japan, Taiwan, Marianas",43.384,144.013,1499,18703,1.0
285070,Akan,Caldera,2008,Japan,"Japan, Taiwan, Marianas",43.384,144.013,1499,18702,1.0
285070,Akan,Caldera,2008,Japan,"Japan, Taiwan, Marianas",43.384,144.013,1499,18701,1.0
285070,Akan,Caldera,2008,Japan,"Japan, Taiwan, Marianas",43.384,144.013,1499,18700,1.0
285070,Akan,Caldera,2008,Japan,"Japan, Taiwan, Marianas",43.384,144.013,1499,18699,1.0
285070,Akan,Caldera,2008,Japan,"Japan, Taiwan, Marianas",43.384,144.013,1499,18698,1.0
285070,Akan,Caldera,2008,Japan,"Japan, Taiwan, Marianas",43.384,144.013,1499,18697,1.0
285070,Akan,Caldera,2008,Japan,"Japan, Taiwan, Marianas",43.384,144.013,1499,18696,1.0
285070,Akan,Caldera,2008,Japan,"Japan, Taiwan, Marianas",43.384,144.013,1499,18695,1.0
285070,Akan,Caldera,2008,Japan,"Japan, Taiwan, Marianas",43.384,144.013,1499,18694,1.0
285070,Akan,Caldera,2008,Japan,"Japan, Taiwan, Marianas",43.384,144.013,1499,18693,1.0
285070,Akan,Caldera,2008,Japan,"Japan, Taiwan, Marianas",43.384,144.013,1499,18692,1.0
285070,Akan,Caldera,2008,Japan,"Japan, Taiwan, Marianas",43.384,144.013,1499,18691,1.0
285070,Akan,Caldera,2008,Japan,"Japan, Taiwan, Marianas",43.384,144.013,1499,18690,1.0
285070,Akan,Caldera,2008,Japan,"Japan, Taiwan, Marianas",43.384,144.013,1499,18689,1.0
285070,Akan,Caldera,2008,Japan,"Japan, Taiwan, Marianas",43.384,144.013,1499,18688,1.0
285070,Akan,Caldera,2008,Japan,"Japan, Taiwan, Marianas",43.384,144.013,1499,18687,1.0
285070,Akan,Caldera,2008,Japan,"Japan, Taiwan, Marianas",43.384,144.013,1499,18685,1.0
285070,Akan,Caldera,2008,Japan,"Japan, Taiwan, Marianas",43.384,144.013,1499,18677,4.0
285070,Akan,Caldera,2008,Japan,"Japan, Taiwan, Marianas",43.384,144.013,1499,18671,3.0
285070,Akan,Caldera,2008,Japan,"Japan, Taiwan, Marianas",43.384,144.013,1499,18669,4.0
283230,Akita-Komagatake,Stratovolcano(es),1971,Japan,"Japan, Taiwan, Marianas",39.761,140.799,1637,18053,2.0
283230,Akita-Komagatake,Stratovolcano(es),1971,Japan,"Japan, Taiwan, Marianas",39.761,140.799,1637,18052,2.0
283230,Akita-Komagatake,Stratovolcano(es),1971,Japan,"Japan, Taiwan, Marianas",39.761,140.799,1637,18051,1.0
283230,Akita-Komagatake,Stratovolcano(es),1971,Japan,"Japan, Taiwan, Marianas",39.761,140.799,1637,18050,2.0
283230,Akita-Komagatake,Stratovolcano(es),1971,Japan,"Japan, Taiwan, Marianas",39.761,140.799,1637,18049,2.0
283230,Akita-Komagatake,Stratovolcano(es),1971,Japan,"Japan, Taiwan, Marianas",39.761,140.799,1637,18048,3.0
283230,Akita-Komagatake,Stratovolcano(es),1971,Japan,"Japan, Taiwan, Marianas",39.761,140.799,1637,18046,2.0
283230,Akita-Komagatake,Stratovolcano(es),1971,Japan,"Japan, Taiwan, Marianas",39.761,140.799,1637,18044,3.0
283230,Akita-Komagatake,Stratovolcano(es),1971,Japan,"Japan, Taiwan, Marianas",39.761,140.799,1637,18042,3.0
283230,Akita-Komagatake,Stratovolcano(es),1971,Japan,"Japan, Taiwan, Marianas",39.761,140.799,1637,18040,3.0
283230,Akita-Komagatake,Stratovolcano(es),1971,Japan,"Japan, Taiwan, Marianas",39.761,140.799,1637,18038,4.0
283230,Akita-Komagatake,Stratovolcano(es),1971,Japan,"Japan, Taiwan, Marianas",39.761,140.799,1637,18036,4.0
283230,Akita-Komagatake,Stratovolcano(es),1971,Japan,"Japan, Taiwan, Marianas",39.761,140.799,1637,18035,3.0
283260,Akita-Yakeyama,Stratovolcano,1997,Japan,"Japan, Taiwan, Marianas",39.964,140.757,1366,18090,1.0
283260,Akita-Yakeyama,Stratovolcano,1997,Japan,"Japan, Taiwan, Marianas",39.964,140.757,1366,18089,1.0
283260,Akita-Yakeyama,Stratovolcano,1997,Japan,"Japan, Taiwan, Marianas",39.964,140.757,1366,18088,1.0
283260,Akita-Yakeyama,Stratovolcano,1997,Japan,"Japan, Taiwan, Marianas",39.964,140.757,1366,18087,1.0
283260,Akita-Yakeyama,Stratovolcano,1997,Japan,"Japan, Taiwan, Marianas",39.964,140.757,1366,18086,1.0
283260,Akita-Yakeyama,Stratovolcano,1997,Japan,"Japan, Taiwan, Marianas",39.964,140.757,1366,18085,1.0
283260,Akita-Yakeyama,Stratovolcano,1997,Japan,"Japan, Taiwan, Marianas",39.964,140.757,1366,18084,1.0
283260,Akita-Yakeyama,Stratovolcano,1997,Japan,"Japan, Taiwan, Marianas",39.964,140.757,1366,18083,2.0
283260,Akita-Yakeyama,Stratovolcano,1997,Japan,"Japan, Taiwan, Marianas",39.964,140.757,1366,18082,2.0
283260,Akita-Yakeyama,Stratovolcano,1997,Japan,"Japan, Taiwan, Marianas",39.964,140.757,1366,18081,2.0
283260,Akita-Yakeyama,Stratovolcano,1997,Japan,"Japan, Taiwan, Marianas",39.964,140.757,1366,18079,2.0
311320,Akutan,Stratovolcano,1992,United States,Alaska,54.134,-165.986,1303,20038,1.0
311320,Akutan,Stratovolcano,1992,United States,Alaska,54.134,-165.986,1303,20037,2.0
311320,Akutan,Stratovolcano,1992,United States,Alaska,54.134,-165.986,1303,20036,2.0
311320,Akutan,Stratovolcano,1992,United States,Alaska,54.134,-165.986,1303,20035,2.0
311320,Akutan,Stratovolcano,1992,United States,Alaska,54.134,-165.986,1303,20034,2.0
311320,Akutan,Stratovolcano,1992,United States,Alaska,54.134,-165.986,1303,20033,2.0
311320,Akutan,Stratovolcano,1992,United States,Alaska,54.134,-165.986,1303,20032,2.0
311320,Akutan,Stratovolcano,1992,United States,Alaska,54.134,-165.986,1303,20031,2.0
311320,Akutan,Stratovolcano,1992,United States,Alaska,54.134,-165.986,1303,20030,2.0
311320,Akutan,Stratovolcano,1992,United States,Alaska,54.134,-165.986,1303,20029,2.0
311320,Akutan,Stratovolcano,1992,United States,Alaska,54.134,-165.986,1303,20028,2.0
311320,Akutan,Stratovolcano,1992,United States,Alaska,54.134,-165.986,1303,20027,2.0
311320,Akutan,Stratovolcano,1992,United States,Alaska,54.134,-165.986,1303,20025,2.0
311320,Akutan,Stratovolcano,1992,United States,Alaska,54.134,-165.986,1303,20024,2.0
311320,Akutan,Stratovolcano,1992,United States,Alaska,54.134,-165.986,1303,20023,2.0
311320,Akutan,Stratovolcano,1992,United States,Alaska,54.134,-165.986,1303,20022,2.0
311320,Akutan,Stratovolcano,1992,United States,Alaska,54.134,-165.986,1303,20021,2.0
311320,Akutan,Stratovolcano,1992,United States,Alaska,54.134,-165.986,1303,20020,2.0
311320,Akutan,Stratovolcano,1992,United States,Alaska,54.134,-165.986,1303,20019,2.0
311320,Akutan,Stratovolcano,1992,United States,Alaska,54.134,-165.986,1303,20018,2.0
311320,Akutan,Stratovolcano,1992,United States,Alaska,54.134,-165.986,1303,20017,2.0
311320,Akutan,Stratovolcano,1992,United States,Alaska,54.134,-165.986,1303,20016,2.0
311320,Akutan,Stratovolcano,1992,United States,Alaska,54.134,-165.986,1303,20015,2.0
311320,Akutan,Stratovolcano,1992,United States,Alaska,54.134,-165.986,1303,20014,2.0
311320,Akutan,Stratovolcano,1992,United States,Alaska,54.134,-165.986,1303,20012,2.0
311320,Akutan,Stratovolcano,1992,United States,Alaska,54.134,-165.986,1303,19838,0.0
311320,Akutan,Stratovolcano,1992,United States,Alaska,54.134,-165.986,1303,21085,2.0
311320,Akutan,Stratovolcano,1992,United States,Alaska,54.134,-165.986,1303,20009,1.0
311320,Akutan,Stratovolcano,1992,United States,Alaska,54.134,-165.986,1303,20008,0.0
311320,Akutan,Stratovolcano,1992,United States,Alaska,54.134,-165.986,1303,20007,2.0
311320,Akutan,Stratovolcano,1992,United States,Alaska,54.134,-165.986,1303,20002,2.0
311320,Akutan,Stratovolcano,1992,United States,Alaska,54.134,-165.986,1303,19995,5.0
290390,Alaid,Stratovolcano,2018,Russia,Kuril Islands,50.861,155.565,2285,22281,1.0
290390,Alaid,Stratovolcano,2018,Russia,Kuril Islands,50.861,155.565,2285,21096,1.0
290390,Alaid,Stratovolcano,2018,Russia,Kuril Islands,50.861,155.565,2285,20750,2.0
290390,Alaid,Stratovolcano,2018,Russia,Kuril Islands,50.861,155.565,2285,18891,2.0
290390,Alaid,Stratovolcano,2018,Russia,Kuril Islands,50.861,155.565,2285,18890,2.0
290390,Alaid,Stratovolcano,2018,Russia,Kuril Islands,50.861,155.565,2285,18889,2.0
290390,Alaid,Stratovolcano,2018,Russia,Kuril Islands,50.861,155.565,2285,18888,2.0
290390,Alaid,Stratovolcano,2018,Russia,Kuril Islands,50.861,155.565,2285,18887,4.0
290390,Alaid,Stratovolcano,2018,Russia,Kuril Islands,50.861,155.565,2285,18885,3.0
290390,Alaid,Stratovolcano,2018,Russia,Kuril Islands,50.861,155.565,2285,18884,2.0
290390,Alaid,Stratovolcano,2018,Russia,Kuril Islands,50.861,155.565,2285,18883,2.0
290390,Alaid,Stratovolcano,2018,Russia,Kuril Islands,50.861,155.565,2285,18882,3.0
290390,Alaid,Stratovolcano,2018,Russia,Kuril Islands,50.861,155.565,2285,18881,3.0
290390,Alaid,Stratovolcano,2018,Russia,Kuril Islands,50.861,155.565,2285,18880,4.0
221112,Alayta,Shield,1915,Ethiopia,Africa and Red Sea,12.888,40.573,1496,13941,2.0
221112,Alayta,Shield,1915,Ethiopia,Africa and Red Sea,12.888,40.573,1496,13940,2.0
353040,Alcedo,Shield,1993,Ecuador,South America,-0.43,-91.12,1130,11696,1.0
353040,Alcedo,Shield,1993,Ecuador,South America,-0.43,-91.12,1130,11694,0.0
342040,Almolonga,Stratovolcano,1818,Guatemala,México and Central America,14.797,-91.519,3173,10630,2.0
342040,Almolonga,Stratovolcano,1818,Guatemala,México and Central America,14.797,-91.519,3173,10628,2.0
342040,Almolonga,Stratovolcano,1818,Guatemala,México and Central America,14.797,-91.519,3173,10627,3.0
300450,Alney-Chashakondzha,Stratovolcano,1600,Russia,Kamchatka and Mainland Asia,56.656,159.647,2570,19606,3.0
300450,Alney-Chashakondzha,Stratovolcano,1600,Russia,Kamchatka and Mainland Asia,56.656,159.647,2570,19605,3.0
221060,Alu-Dalafilla,Fissure vent(s),2008,Ethiopia,Africa and Red Sea,13.793,40.553,578,13927,3.0
257030,Ambae,Shield,2018,Vanuatu,Melanesia and Australia,-15.389,167.835,1496,22240,3.0
257030,Ambae,Shield,2018,Vanuatu,Melanesia and Australia,-15.389,167.835,1496,20752,1.0
257030,Ambae,Shield,2018,Vanuatu,Melanesia and Australia,-15.389,167.835,1496,15237,2.0
257030,Ambae,Shield,2018,Vanuatu,Melanesia and Australia,-15.389,167.835,1496,15236,2.0
257030,Ambae,Shield,2018,Vanuatu,Melanesia and Australia,-15.389,167.835,1496,15234,2.0
257030,Ambae,Shield,2018,Vanuatu,Melanesia and Australia,-15.389,167.835,1496,15233,2.0
273088,Ambalatungan Group,Compound,Unknown,Philippines,Philippines and SE Asia,17.32,121.1,2329,16870,1.0
266020,Ambang,Complex,2005,Indonesia,Indonesia,0.75,124.42,1795,20947,1.0
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,15297,2.0
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,15296,2.0
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,15295,1.0
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,15290,1.0
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,15289,2.0
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,15288,2.0
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,15287,3.0
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,15286,2.0
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,15285,2.0
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,15284,2.0
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,15283,2.0
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,15282,3.0
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,15281,2.0
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,15280,2.0
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,15279,2.0
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,15278,2.0
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,15277,3.0
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,15276,3.0
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,15275,2.0
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,15274,2.0
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,15273,2.0
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,15272,2.0
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,15271,3.0
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,15270,1.0
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,15269,2.0
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,15268,2.0
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,15267,1.0
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,15266,2.0
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,15265,2.0
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,15264,2.0
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,15263,2.0
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,15262,4.0
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,15261,2.0
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,15260,2.0
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,15259,2.0
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,15258,2.0
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,15256,2.0
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,15255,2.0
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,15254,3.0
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,15252,0.0
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,15251,2.0
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,15250,2.0
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,15249,1.0
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,15248,3.0
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,15247,2.0
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,15246,2.0
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,15245,2.0
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,15244,2.0
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,15243,2.0
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,15241,2.0
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,15239,2.0
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,15238,6.0
311190,Amukta,Stratovolcano,1997,United States,Alaska,52.5,-171.252,1066,19790,1.0
311190,Amukta,Stratovolcano,1997,United States,Alaska,52.5,-171.252,1066,19789,1.0
